user,id,tweet,replies,retweets,likes,quotes,date,cleaned_tweet,predicted_stance,lat,lng
arcticfrontiers,941287597317468160,"Arctic shows no sign of returning to reliably frozen region of recent past decades 
Arctic Report Card 2017 by @noaa https://t.co/SWXPacJzjd 
#arctic #climatechange #permafrost #arcticfrontiers",0.0,2.0,4,0,2017-12-14T12:43:46+00:00,"arctic shows no sign of returning to reliably frozen region of recent past decades 
arctic report card 2017 by",Pro,69.6489,18.95508
arcticfrontiers,940878424591290368,"Adaptation in #Arctic circumpolar communities: food and water security in a changing climate https://t.co/S69zTlhMkS
#openaccess #inuit #climatechange #arcticfrontiers | Photo: Anders Peter https://t.co/4eP2jmCJcL",0.0,2.0,1,0,2017-12-13T09:37:51+00:00,"adaptation in  circumpolar communities food and water security in a changing climate 
     photo anders peter",Pro,69.649208,18.9543434
arcticfrontiers,940211834656907264,"Hot Spots for #Arctic Greenhouse Gas Emissions @AGU_Eos 
https://t.co/ZiZ48xR7lP
#climatechange #permafrost #arcticfrontiers https://t.co/a7Ye4UNNC2",0.0,14.0,17,1,2017-12-11T13:29:04+00:00,hot spots for  greenhouse gas emissions,Pro,69.6489,18.95508
arcticfrontiers,938793025756639232,"@KikkiKleiven @BjerknesBCCR @UiB The #Arctic is not the canary in the coal mine, our globe is. Now everything will be about adjusting to #climatechange. Solution? Research and knowledge from kindergarten to businesses, communities and government! @NorgeiSverige https://t.co/wRnBTzWvUL",0.0,1.0,3,1,2017-12-07T15:31:13+00:00,the  is not the canary in the coal mine our globe is now everything will be about adjusting to  solution research and knowledge from kindergarten to businesses communities and government,Pro,69.649208,18.9543434
arcticfrontiers,935249524246839297,"""Arctic Ocean is projected to become nearly ice-free in summer within this century, likely within the next thirty to forty years"", - SWIPA (2017) report by @AMAP_Arctic
https://t.co/1lKsY86xB1
#arctic #arcticfrontiers #climatechange https://t.co/5VuDxlioXw",0.0,7.0,2,1,2017-11-27T20:50:37+00:00,arctic ocean is projected to become nearly icefree in summer within this century likely within the next thirty to forty years  swipa 2017 report by,Pro,69.649208,18.9543434
arcticfrontiers,933256011736944640,"Future Barents Sea cod fishery: Climate change, fisheries management, fishing aptitude
https://t.co/JBHVQmNdui
#openaccess #fisheries #barentshavet #arctic #climatechange https://t.co/Oi10eGrbkZ",0.0,7.0,10,0,2017-11-22T08:49:06+00:00,future barents sea cod fishery climate change fisheries management fishing aptitude,Pro,69.649208,18.9543434
arcticfrontiers,930073929376587776,"The influence of declining sea ice on #shipping activity in the Canadian #Arctic 
https://t.co/ahAJYPxcPu
#openaccess #climatechange #polarcode #arcticfrontiers https://t.co/FfLIXUgX0z",0.0,14.0,11,0,2017-11-13T14:04:39+00:00,the influence of declining sea ice on  activity in the canadian,Pro,69.649208,18.9543434
arcticfrontiers,928984345712451584,"Climigration? Population and climate change in Arctic Alaska. What are the trends in the rest of the #Arctic?
https://t.co/G5PGLZyLa8
#openaccess #climatechange #COP23 #arcticfrontiers https://t.co/vX04pk2kco",0.0,5.0,5,1,2017-11-10T13:55:02+00:00,climigration population and climate change in arctic alaska what are the trends in the rest of the,Neutral,69.649208,18.9543434
arcticfrontiers,928923348054216704,"The #Arctic is much closer than you think. 
Upcoming session at #arcticfrontiers on influence of Arctic change on weather and climate in mid-latitudes: https://t.co/dHJTWONWEJ
#climatechange #cop23 https://t.co/Ojp76v466L",0.0,1.0,1,0,2017-11-10T09:52:39+00:00,"the  is much closer than you think 
upcoming session at  on influence of arctic change on weather and climate in midlatitudes",Pro,69.6489,18.95508
arcticfrontiers,928251964139429888,"New framework to support management that builds on a social–ecological system perspective on the #Arctic Ocean 
https://t.co/lbUfHjPZ7t
#openaccess #climatechange #arcticfrontiers https://t.co/81Lavc28BL",0.0,2.0,4,0,2017-11-08T13:24:48+00:00,new framework to support management that builds on a socialecological system perspective on the  ocean,Pro,69.6489,18.95508
arcticfrontiers,928205963420631040,"Area of the #Arctic Ocean covered by sea-ice, shown as monthly anomalies relative to 1981-2010 via @CopernicusECMWF 
https://t.co/lGRqX3mL11
#arcticfrontiers #seaice #climatechange #COP23 https://t.co/TFpBmWejnn",0.0,13.0,6,3,2017-11-08T10:22:01+00:00,area of the  ocean covered by seaice shown as monthly anomalies relative to 19812010 via,Pro,69.6489,18.95508
arcticfrontiers,926084189451096065,"Future sea ice conditions and weather forecasts in the #Arctic: Implications for Arctic #shipping https://t.co/XZFZYCQ5S5 
#openaccess #climatechange #arcticfrontiers https://t.co/2rOd1wbDNQ",0.0,3.0,1,0,2017-11-02T13:50:51+00:00,future sea ice conditions and weather forecasts in the  implications for arctic,Neutral,69.649208,18.9543434
arcticfrontiers,925027763320475648,"Climate change, future #Arctic Sea ice, and the competitiveness of European Arctic offshore oil and gas production on world markets 
https://t.co/WKjqmFZXjx 
#arcticfrontiers #climatechange #openaccess https://t.co/kF5DryR5zH",0.0,6.0,3,0,2017-10-30T15:52:59+00:00,climate change future  sea ice and the competitiveness of european arctic offshore oil and gas production on world markets,Pro,69.6489,18.95508
EleniePoulos,1049459476120498176,"If you're unhappy with the Government's worse than appalling response to the IPCC report on climate change, you can sign this petition organised by @GreenpeaceAP. We need to be heard for the sake of the planet and future generations | https://t.co/TdveV43MxP #ipcc #sr15 #auspol",0.0,0.0,3,0,2018-10-09T00:40:11+00:00,if youre unhappy with the governments worse than appalling response to the ipcc report on climate change you can sign this petition organised by  we need to be heard for the sake of the planet and future generations,Pro,,
Impulsleistung,1035966271500824577,#facts vs. #fiction =&gt; #climatechange is real and the numbers prove it. Let's introduce the new #SmartCharging Technology for minimizing the #carbonfootprint of #ElectricCars . #Audi #etron #SanFrancisco,0.0,0.0,2,0,2018-09-01T19:03:01+00:00,vs  gt  is real and the numbers prove it lets introduce the new  technology for minimizing the  of,Pro,48.765080000000005,11.42372
RosaAriasAlv,1119183166055407616,Our App is finally available in the #apple store! Also for #Android! Start mapping #odours wherever you are 👀👃🏻📲💪🏻 #pollution #airquality #sustainability #climatechange #DNOSES… https://t.co/B6RYpjJgvp,0.0,7.0,11,0,2019-04-19T10:17:14+00:00,our app is finally available in the  store also for  start mapping  wherever you are,Pro,,
RosaAriasAlv,1075108188188536832,OMG! It looks like @Cienciamento is on @nature! Congrats super team!👏🏻 Really proud of my contribution to collect the scientific evidences on #climatechange together with my partner @jjsanzezquerro and the coordinators @SoutoManel and @DrLMelchor 💪🏻🙌🏻🔝#CienciaEnElParlamento,0.0,9.0,26,0,2018-12-18T19:19:01+00:00,omg it looks like  is on  congrats super team really proud of my contribution to collect the scientific evidences on  together with my partner  and the coordinators  and,Pro,41.35967,2.10028
RosaAriasAlv,1039459045101527041,"And, at the same time, #climatechange has an impact on pig production, increasing heat stress. Although #NH3 emissions have decreased by 23% at EU28 in the past 15yr, they increased by 4% due to CC, giving an overall decrease of 19% https://t.co/OqyV4yORB8",1.0,0.0,0,0,2018-09-11T10:22:03+00:00,and at the same time  has an impact on pig production increasing heat stress although  emissions have decreased by 23 at eu28 in the past 15yr they increased by 4 due to cc giving an overall decrease of 19,Pro,,
RosaAriasAlv,1039457836198244353,Livestock facilities also have associated #odour emissions and #GHG emissions. And the distribution of the production depends on #climate #climatechange #CH4 #CO2 94% of #NH3 emissions are associated to agriculture #odourobservatory #nose2018 @dNOSES_EU https://t.co/03nore8RNW,1.0,1.0,4,0,2018-09-11T10:17:14+00:00,livestock facilities also have associated  emissions and  emissions and the distribution of the production depends on     94 of  emissions are associated to agriculture,Neutral,,
RosaAriasAlv,1039416988035166208,Some innovative biotechnologies for #GHG abatement #N2O #CH4 #climatechange #odour #OdourObservatory #nose2018 @VOC_Odours @dNOSES_EU https://t.co/bTw1fStTzi,0.0,1.0,5,0,2018-09-11T07:34:56+00:00,some innovative biotechnologies for  abatement,Pro,,
RosaAriasAlv,1039415637662150656,Raúl Muñoz from @VOC_Odours giving a masterclass on how to reduce #GHG emissions in #WWTP #odour #climatechange #CO2 #CH4 #N2O #nose2018 #OdourObservatory @dNOSES_EU https://t.co/L0suxn1Rdk,1.0,2.0,6,0,2018-09-11T07:29:34+00:00,raúl muñoz from  giving a masterclass on how to reduce  emissions in,Neutral,,
RosaAriasAlv,928261795210518529,#climatechange calls per se requires international cooperation. Communication to wider audiences also important #opentotheworld #H2020SC5 https://t.co/qa60IuapwR,0.0,0.0,0,0,2017-11-08T14:03:52+00:00,calls per se requires international cooperation communication to wider audiences also important,Pro,,
RosaAriasAlv,928259121484320768,"You can always have better policies with a improved knowledge base #climatechange long-term resilience, mitigation &amp; adaptation #H2020SC5 https://t.co/6MPtmiUWax",0.0,1.0,2,0,2017-11-08T13:53:15+00:00,you can always have better policies with a improved knowledge base  longterm resilience mitigation amp adaptation,Pro,,
RosaAriasAlv,928256086393741312,Open science to cope with #climatechange #water #sustainabilty #waste #rawmaterials #circulareconomy #H2020SC5 https://t.co/rFUj2vGLff,0.0,1.0,6,0,2017-11-08T13:41:11+00:00,open science to cope with,Pro,,
OSRprojects,775071569987112960,@lax_laurie 'Scotoma Landscape' in a pool of light #weatherstation @bsidefest @HandinGloveNews #climatechange https://t.co/SaBdCoYcdY,0.0,1.0,1,0,2016-09-11T20:40:37+00:00,scotoma landscape in a pool of light,Neutral,50.91912000000001,-2.6870700000000003
kingso,1074247379170353152,"Forget about #climatechange, Humans are #Marteforming the Earth!",0.0,0.0,0,0,2018-12-16T10:18:28+00:00,forget about  humans are  the earth,Neutral,,
TrumaUK,976755666198171648,"It's #WorldWaterDay and here at Truma we pride ourselves in playing our role in protecting the planet. We treat waste water and operate two rainwater cisterns allowing us to use 55,000 litres of rainwater each year for our sanitary facilities. #climatechange #WeCanDoIt https://t.co/yKVQuoms7s",0.0,1.0,1,0,2018-03-22T09:41:12+00:00,its  and here at truma we pride ourselves in playing our role in protecting the planet we treat waste water and operate two rainwater cisterns allowing us to use 55000 litres of rainwater each year for our sanitary facilities,Pro,,
earth_empower,942024887950106624,Smallholder farmers are the most vulnerable to the impacts of #climatechange. How we are facing it together in West #Africa: https://t.co/qqEWb1BsYy via @FAOAfrica,1.0,3.0,4,0,2017-12-16T13:33:29+00:00,smallholder farmers are the most vulnerable to the impacts of  how we are facing it together in west   via,Pro,,
katecolinsrcc,1126214839599128576,.@Damon_Connolly speaking at Marin Latino Leaders lunch about key issues #affordablehousing #homelessness #renterprotections #climatechange https://t.co/ip69O0UVRv,0.0,1.0,7,0,2019-05-08T19:58:36+00:00,speaking at marin latino leaders lunch about key issues,Pro,,
justpeace2022,910893787261685760,#iammadandiwilltellyouwhy: #climatechange #poverty #unequality #refugeescrisis #innocence say the #youngpeaceambassadors,0.0,0.0,0,0,2017-09-21T15:49:37+00:00,say the,Neutral,52.07667000000001,4.29861
facebygrace,922944171832262656,"The air conditioning feels so good in here!
#globalwarming — eating Mexican food at Calexico https://t.co/CCJLObzwBP",0.0,0.0,1,0,2017-10-24T21:53:32+00:00,"the air conditioning feels so good in here
  eating mexican food at calexico",Neutral,,
pthornecomedian,988786699781230593,Melbourne. Autumn. #australia #globalwarming #uhoh #travel https://t.co/gBsQLnMrY3,0.0,0.0,0,0,2018-04-24T14:28:14+00:00,melbourne autumn,Neutral,,
jess_m_thompson,950090680772284416,"That moment when you realize a science reporter from 1912 understood the dangers of manmade #climatechange more than the President of the USA in 2018 🤬

“The effect may be considerable in a few centuries.” 
The effect is beyond considerable NOW! 

#WakeTheFup #Dotus https://t.co/FD7F7A4wCf",1.0,1.0,2,0,2018-01-07T19:44:04+00:00,"that moment when you realize a science reporter from 1912 understood the dangers of manmade  more than the president of the usa in 2018 

the effect may be considerable in a few centuries 
the effect is beyond considerable now",Pro,34.05223,-118.24368
GreenTulane,773896611155947520,"The Building Dashboard shows #energy use and #climatechange impact from #Tulane buildings!

https://t.co/vUsLEd6vN7 https://t.co/1QRp05sjQ2",0.0,0.0,1,0,2016-09-08T14:51:45+00:00,the building dashboard shows  use and  impact from  buildings,Pro,29.95465,-90.07507
JVPBoston,691422386005131264,".@amahlbishara talks about farming in #Palestine, lack of resources, &amp; water as a weapon #climatechange #tubishvat https://t.co/tCyRbBlgan",1.0,10.0,3,0,2016-01-25T00:48:37+00:00,talks about farming in  lack of resources amp water as a weapon,Pro,42.3602534,-71.0582912
BAMistretta,1047211714050215936,"Thrilled that I’ve been invited to work with the @NatlParkService St. John, #USVI #archaeology program this coming spring! Will be working with collections and excavations of a site suffering from hurricane damage. #climatechange #caribbean #heritage",0.0,0.0,11,0,2018-10-02T19:48:23+00:00,thrilled that ive been invited to work with the  st john   program this coming spring will be working with collections and excavations of a site suffering from hurricane damage,Pro,29.6519684,-82.3249846
stonesoupchat,1126852629475278848,"The Earth Rights Conference is taking place now in #Sweden. Isabel Ripa, @stonesoupchat environmental expert, is there learning more about the relationship between humans and nature. 🐵🐢💁‍♀️ 
#climatechange #earthrightsconference #nature https://t.co/EDX3CVqJUr",0.0,0.0,1,0,2019-05-10T14:12:57+00:00,the earth rights conference is taking place now in  isabel ripa  environmental expert is there learning more about the relationship between humans and nature,Pro,,
mypixo,597911905840328704,#Google News app is screwed. No way it's 21 degrees. Try 71. Or I didn't get the #globalwarming memo. https://t.co/sMFJfN5GPz,0.0,0.0,1,0,2015-05-11T23:51:21+00:00,news app is screwed no way its 21 degrees try 71 or i didnt get the  memo,Pro,39.9622601,-83.00070649999998
ClimateLitWatch,1043138686811037696,CEI's @Chris_C_Horner's groundbreaking report exposing campaign to privately fund state AG offices (law enforcement) to pursue climate change agenda. #climatechange #AGclimatescheme https://t.co/k792WdmlNA,0.0,2.0,1,0,2018-09-21T14:03:38+00:00,ceis  groundbreaking report exposing campaign to privately fund state ag offices law enforcement to pursue climate change agenda,Pro,,
sharondewar,641432754048118784,"As if globalization, zoonotic disease risks weren't enough, new threat of ancient viruses thawing #climatechange https://t.co/KoNRSfXrZ6",0.0,1.0,1,0,2015-09-09T02:07:40+00:00,as if globalization zoonotic disease risks werent enough new threat of ancient viruses thawing,Pro,,
shupadhyaya,1070238034166235136,#COP24 #ClimateAction #TakeYourSeat LDCs account for less than 1% of global CO2 emission but face more severe consequences of climate change in their livelihood than rich polluting countries like US.,0.0,1.0,1,0,2018-12-05T08:46:46+00:00,ldcs account for less than 1 of global co2 emission but face more severe consequences of climate change in their livelihood than rich polluting countries like us,Pro,48.2083537,16.372504199999998
AstroObservaTor,1126943093402607617,@hausfath Only the #CO2 conjecture connects global temperature to politics and recent events. All other hypothesis on climate change involves events long ago or far away and are thus outside any politics.,0.0,0.0,0,0,2019-05-10T20:12:25+00:00,only the  conjecture connects global temperature to politics and recent events all other hypothesis on climate change involves events long ago or far away and are thus outside any politics,Anti,,
AstroObservaTor,1126332780902780928,@guardianscience You don't need *#climatechange* to have devastating #storms or change of land and river conditions.,0.0,0.0,0,0,2019-05-09T03:47:15+00:00,you dont need  to have devastating  or change of land and river conditions,Pro,,
AstroObservaTor,1126329995658498048,@guardianscience Not #climatechange. Land is sinking for thousands of years among important reasons are that #Rhinen and #Thames rivers are loading their sediments in their closely situated estuaries,0.0,0.0,0,0,2019-05-09T03:36:11+00:00,not  land is sinking for thousands of years among important reasons are that  and  rivers are loading their sediments in their closely situated estuaries,Pro,,
AstroObservaTor,1121291320151171073,@sjc_pbs Early theories of polar bears hunting walrus. No #climatechange involved. https://t.co/jJhOWs2BYw,0.0,0.0,1,0,2019-04-25T05:54:17+00:00,early theories of polar bears hunting walrus no  involved,Neutral,,
AstroObservaTor,1120285801072480256,@Cedders68 @billmckibben Great barrierer reef is itself the result of a real #climatechange ca 12000 years ago,0.0,0.0,0,0,2019-04-22T11:18:43+00:00,great barrierer reef is itself the result of a real  ca 12000 years ago,Pro,,
AstroObservaTor,1120190931154755584,@ProfTerryHughes @rex_singline Was Winston not a part of #climatechange?,0.0,0.0,0,0,2019-04-22T05:01:44+00:00,was winston not a part of,Pro,,
AstroObservaTor,1120058591178887168,@ProfTerryHughes #CO2 contributes very little to warming in equatorial regions and tidal surge with tectonic ocean bottom rise in GBR since 2010 also give bleaching events unrelated to #globalwarming,0.0,0.0,0,0,2019-04-21T20:15:52+00:00,contributes very little to warming in equatorial regions and tidal surge with tectonic ocean bottom rise in gbr since 2010 also give bleaching events unrelated to,Neutral,,
AstroObservaTor,1120030298983620608,@ProfTerryHughes I have also found Ordovician corals nese my Home when #corals were not forming reefs for some reason. Btw give my support to dr. Ridd when you see him #climatechange,0.0,0.0,0,0,2019-04-21T18:23:27+00:00,i have also found ordovician corals nese my home when  were not forming reefs for some reason btw give my support to dr ridd when you see him,Pro,,
AstroObservaTor,1120027609390309377,@ProfTerryHughes We have had lots of coral reefs in Skandinavia since #silurian times when we had 5000 ppm CO2 in the atmosphere. I have been to many of them #climatechange,0.0,0.0,0,0,2019-04-21T18:12:45+00:00,we have had lots of coral reefs in skandinavia since  times when we had 5000 ppm co2 in the atmosphere i have been to many of them,Neutral,,
AstroObservaTor,1120019182370922497,@ProfTerryHughes We had small coral reefs in the #Oslo fiord early in Holocene but they died out when the sea water cooled 7000 years ago #climatechange,0.0,0.0,0,0,2019-04-21T17:39:16+00:00,we had small coral reefs in the  fiord early in holocene but they died out when the sea water cooled 7000 years ago,Neutral,,
AstroObservaTor,1039169290774224896,@billmckibben @realDonaldTrump @SavannahGuthrie @TODAYshow US #Hurricane landfalls have decreased since 1900. No trend of dsngerous climate change manmade or not. https://t.co/Fyo7FkR88U,10.0,0.0,1,0,2018-09-10T15:10:40+00:00,us  landfalls have decreased since 1900 no trend of dsngerous climate change manmade or not,Anti,,
AstroObservaTor,919935989384142848,@billmckibben Tides with the moon involves global wind system. Would give orbital energy to the moon and brake the rotation of the Earth #climatechange,0.0,0.0,0,0,2017-10-16T14:40:06+00:00,tides with the moon involves global wind system would give orbital energy to the moon and brake the rotation of the earth,Neutral,,
AstroObservaTor,692692153756192768,#US #forest #health may have improved with higher #temperature and #CO2 last decades #climatechange https://t.co/7YXEEA4xM1,0.0,0.0,0,0,2016-01-28T12:54:13+00:00,may have improved with higher  and  last decades,Pro,,
pickensa,1039232079987400704,Fear does not get the job done. There is vast economic opportunity to #climateaction. There are huge economic losses due to climate change -- weather events and health impacts costing the US economy billions a year: @antonioguterres https://t.co/WkdAqqXcJe,0.0,0.0,0,0,2018-09-10T19:20:10+00:00,fear does not get the job done there is vast economic opportunity to  there are huge economic losses due to climate change  weather events and health impacts costing the us economy billions a year,Pro,40.7127281,-74.0060152
pickensa,775134930980306944,"Temperatures Rise, and We’re Cooked https://t.co/TV9wONkNQM - fresh take on consequences of #climatechange",0.0,0.0,2,0,2016-09-12T00:52:23+00:00,temperatures rise and were cooked   fresh take on consequences of,Pro,38.89511,-77.03636999999998
pickensa,707655056066215936,"@JustinTrudeau &amp; @BarackObama progressive values, commitment to tackling #climatechange ignited special relationship https://t.co/EOUEUObtsN",0.0,0.0,0,0,2016-03-09T19:51:27+00:00,amp  progressive values commitment to tackling  ignited special relationship,Pro,40.714270000000006,-74.00596999999998
pickensa,706931456464044032,"21 Florida Mayors call on next week's  presidential debate moderators to talk sea level rise, #climatechange 
https://t.co/iloMJHlnHC",0.0,0.0,0,0,2016-03-07T19:56:08+00:00,21 florida mayors call on next weeks  presidential debate moderators to talk sea level rise,Pro,40.7127281,-74.0060152
pickensa,700588014817378304,"#Coal has very little hope of ever seeing a price rebound again. A 'must' for systemic change #climatechange
https://t.co/4TmzII69DM",0.0,2.0,0,0,2016-02-19T07:49:33+00:00,has very little hope of ever seeing a price rebound again a must for systemic change,Pro,40.714270000000006,-74.00596999999998
pickensa,611956733074759680,"#Pope’s latest on #climatechange shakes up #GOP in race:""For the conservatives, it’s going to be very uncomfortable.” http://t.co/vxhLzpYWKO",0.0,0.0,0,0,2015-06-19T18:00:29+00:00,latest on  shakes up  in racefor the conservatives its going to be very uncomfortable,Pro,40.7127281,-74.0060152
pickensa,608686336858427392,Investment and financial flows needed to address #climatechange: 0.3-0.5% of #GDP &amp; 1.1-1.7% of global investment both in 2030 via @UNFCCC,0.0,0.0,0,0,2015-06-10T17:25:06+00:00,investment and financial flows needed to address  0305 of  amp 1117 of global investment both in 2030 via,Pro,40.714270000000006,-74.00596999999998
pickensa,607201088631119872,Future generations will judge our actions on #climatechange: #Norway getting on the right side of history http://t.co/jgJ92FCGwC,0.0,0.0,0,0,2015-06-06T15:03:15+00:00,future generations will judge our actions on   getting on the right side of history,Pro,40.7127281,-74.0060152
mattadamssays,981944393170071553,This is pretty wild. Just imagine what this is going to look like in 10 years. #nasa #sustainability #foodproduction #climatechange https://t.co/SQbG7th7BS,0.0,0.0,0,0,2018-04-05T17:19:21+00:00,this is pretty wild just imagine what this is going to look like in 10 years,Pro,36.16589000000001,-86.78444
ScholzeFamFarms,984243195814076416,This is why we use @greencellfoam for our packaging!  Thanks for a great product. #climatechange #farmtotable #wefarmyoueat #beef https://t.co/gfpEjlKk2q,0.0,3.0,3,0,2018-04-12T01:33:58+00:00,this is why we use  for our packaging  thanks for a great product,Pro,44.4308975,-89.6884637
KFTrust,617389127705731072,Trees are among  the secret weapons  in the  fight against #climatechange #climatejustice2015 #action2015 http://t.co/90VpmFCkGI,0.0,0.0,0,0,2015-07-04T17:46:53+00:00,trees are among  the secret weapons  in the  fight against,Pro,,
thomasmperry,1039304723533258753,let's make today Learn-New-Things (About Climate Change) Day. The brilliant @kaiaderose produced the award-winning @climatcountdown web series. And now there's a Season 2. Trailer: https://t.co/bmpI6a4kOW #climatechange #COP23 #climateaction.,0.0,2.0,7,0,2018-09-11T00:08:50+00:00,lets make today learnnewthings about climate change day the brilliant  produced the awardwinning  web series and now theres a season 2 trailer,Pro,,
thomasmperry,1008812078948220928,"Chatted to @BL_Owens @hakaimagazine about our Fiji #VRorgood project. 

Great piece on how #VR can be used to defend and preserve coastal conmunities threatened by #climatechange. Link below: https://t.co/Hv9GmC3fd4",0.0,4.0,0,0,2018-06-18T20:41:57+00:00,"chatted to   about our fiji  project 

great piece on how  can be used to defend and preserve coastal conmunities threatened by  link below",Pro,,
thomasmperry,1004912393648926721,"Development orgs &amp; NGOs need powerful stories to help people connect w/ their work. But what responsibilities do we have to communities involved?

After taking our #climatechange #VR project back to #Fiji, I wrote some thoughts:
https://t.co/VDFAqSGzX2
#VRforgood #NGOstorytelling https://t.co/YZe6I7ARCn",0.0,6.0,6,0,2018-06-08T02:25:59+00:00,"development orgs amp ngos need powerful stories to help people connect w their work but what responsibilities do we have to communities involved

after taking our   project back to  i wrote some thoughts",Pro,,
thomasmperry,993283437988462592,"ace. our #Fiji #VR film on #climatechange is screening at Australia's longest-running short film fest, the awesome @stkildafilmfest, alongside a bunch of amazing VR work. More info: https://t.co/xESWNew3nC 🌴🏝️ 

#VRforgood #NGOstorytelling https://t.co/8o03FRTqWp",0.0,2.0,5,0,2018-05-07T00:16:40+00:00,ace our   film on  is screening at australias longestrunning short film fest the awesome  alongside a bunch of amazing vr work more info,Pro,,
thomasmperry,986473586415173632,"let all-round #SolomonIslands champion @regilepping guide you across her country in this fantastic #climatechange podcast by @BBCworldservice @wheeler_jo: https://t.co/xXzFWDJsE7

iTunes link: https://t.co/OtZSSfKp15

#climatecomms #devcomms #podcast",2.0,1.0,11,1,2018-04-18T05:16:45+00:00,"let allround  champion  guide you across her country in this fantastic  podcast by   

itunes link",Pro,-33.8548157,151.2164539
thomasmperry,979912890604924928,"Plenty of food for thought that can be applied well beyond Afghanistan. Think of the expectations and stock-standard clichés around #Pacific and #climatechange, for example.",0.0,0.0,1,0,2018-03-31T02:46:53+00:00,plenty of food for thought that can be applied well beyond afghanistan think of the expectations and stockstandard clichés around  and  for example,Neutral,,
thomasmperry,975541711630827520,"excited to bring our @COP23 #climatechange VR project (https://t.co/tVfwjcfQQU) back home to #Fiji. Showing @ Suva City Library, 3-14 April.

The best bit: we'll be road-tripping back to Ra &amp; Cakaudrove to hand it over to its stars: Catalina, Asmita, Rai &amp; Rupeni.

#VRforgood https://t.co/ZsLJlYXP10",0.0,5.0,11,1,2018-03-19T01:17:23+00:00,"excited to bring our   vr project  back home to  showing  suva city library 314 april

the best bit well be roadtripping back to ra amp cakaudrove to hand it over to its stars catalina asmita rai amp rupeni",Pro,,
thomasmperry,974749976545738752,"some sensational interactive storytelling work in this @nytclimate piece from Rapa Nui. Kudos @joshhaner @the_log_lady @caseysjournal.

#climatechange #devcomms https://t.co/UbHDCOTo7b",0.0,1.0,4,0,2018-03-16T20:51:19+00:00,some sensational interactive storytelling work in this  piece from rapa nui kudos,Neutral,-33.8548157,151.2164539
thomasmperry,970453783779033088,"in Sydney and keen to see our Fiji #climatechange VR film in HD, 360° form? It's part of Common Good at @maasmuseum, part of @syddes. 

And be sure to plonk yourself in front of the glorious video installation work by @AlanaHolmberg. Exhibit details: https://t.co/nhBgS5GcRA https://t.co/pZAwO89pVb",0.0,5.0,8,0,2018-03-05T00:19:46+00:00,"in sydney and keen to see our fiji  vr film in hd 360 form its part of common good at  part of  

and be sure to plonk yourself in front of the glorious video installation work by  exhibit details",Pro,,
thomasmperry,968728477938708480,"day 2 of our series on next-gen Pacific women leaders for #IWD2018 with @StellaMagPNG &amp; @talanoa_stories. Today, meet Yolanda Joab-Mori, #climatechange educator from #Micronesia: https://t.co/FNssqoNaY9 #PacificPossible https://t.co/7dDNycSGPX",0.0,5.0,11,0,2018-02-28T06:04:01+00:00,day 2 of our series on nextgen pacific women leaders for  with  amp  today meet yolanda joabmori  educator from,Pro,,
thomasmperry,966782361500188672,"pretty rapt that our #Fiji @COP23 #VR project (https://t.co/tVfwjcfQQU) is an Innovator finalist alongside a bunch of awesome projects.

Send your kudos to @AlanaHolmberg @S1T2 @talanoa_stories @arietarika @Kmouyis 

#climatechange #VRforgood #SDGAwards #ACT4SDGs @WBG_Climate https://t.co/USIB64zDw5",2.0,3.0,15,0,2018-02-22T21:10:51+00:00,"pretty rapt that our    project  is an innovator finalist alongside a bunch of awesome projects

send your kudos to",Pro,-33.867850000000004,151.20731999999995
thomasmperry,939008894264684544,"a bit of love for our Fiji #climatechange #VR project via @techlyau: https://t.co/KfAdQ5BBNc 

#VRforgood https://t.co/n0YEGsqjpy",0.0,1.0,4,0,2017-12-08T05:49:00+00:00,a bit of love for our fiji   project via,Pro,,
thomasmperry,932819043601358848,"What was I doing at @COP23? 

This little video from @kaiaderose &amp; team @Connect4Climate pretty much sums it up: https://t.co/3DqtauADbI

#VRforgood #VirtualEmpathy #COP23 #climatechange",1.0,1.0,4,0,2017-11-21T03:52:45+00:00,"what was i doing at  

this little video from  amp team  pretty much sums it up",Neutral,,
thomasmperry,932379362866933761,"Our Fiji #VR #climatechange film has reached 10k YouTube views! 
Vinaka &amp; thanks everyone for watching. 

(And if you've not yet taken 6.5 minutes to transport yourself to Vunisavisavi, here you go: https://t.co/DgOfAqECBE). 

🌴🇫🇯 #VRforgood #VirtualEmpathy #COP23 https://t.co/AVaHbiCjTj",2.0,2.0,15,3,2017-11-19T22:45:37+00:00,"our fiji   film has reached 10k youtube views 
vinaka amp thanks everyone for watching 

and if youve not yet taken 65 minutes to transport yourself to vunisavisavi here you go",Pro,,
thomasmperry,927461927214653440,"a few thoughts on our Fiji #climatechange #VR story via @mashableAU. 

Cheers for the chat @Johnny_Lieu.
#COP23 #VRforgood @S1T2 https://t.co/J9Za6yJ4IQ",0.0,4.0,9,0,2017-11-06T09:05:29+00:00,"a few thoughts on our fiji   story via  

cheers for the chat",Neutral,,
thomasmperry,926288788355088384,"Arieta Rika (@talanoa_au)’s been an phenomenal partner, brains trust &amp; general wonderful human on our Fiji #VR #climatechange work. #ff https://t.co/vsCkHWgE6B",1.0,1.0,8,0,2017-11-03T03:23:51+00:00,arieta rika  been an phenomenal partner brains trust amp general wonderful human on our fiji   work,Pro,,
